0 4e-06
1 0.000377
2 0.000409
3 0.000434
4 0.000459
5 0.000483
6 0.00058
7 0.000607
8 0.000633
9 0.000658
10 0.000685
11 0.000713
12 0.000744
13 0.000779
14 0.000821
15 0.000875
16 0.000947
17 0.001048
18 0.001198
19 0.001427
20 0.00178
21 0.002338
22 0.003226
23 0.004701
24 0.007019
25 0.01077
26 0.016842
27 0.02657
28 0.042286
29 0.06763
30 0.10849
31 0.148461
32 0.189088
33 0.254778
34 0.361033
35 0.532941
36 0.811185
37 1.2636
38 1.99233
39 3.18317
40 5.10306
41 8.19228
42 13.2397
43 21.3593
44 34.5605
45 55.7644
46 89.9772
47 145.4
48 235.489
49 380.822
