1000 0.000325
2000 0.000695
3000 0.00104
4000 0.001513
5000 0.001875
6000 0.002234
7000 0.002607
8000 0.003178
9000 0.003541
10000 0.004008
11000 0.004309
12000 0.004753
13000 0.00539
14000 0.004419
15000 0.004789
16000 0.005292
17000 0.005417
18000 0.005952
19000 0.006222
20000 0.006597
21000 0.00691
22000 0.007234
23000 0.007679
24000 0.008074
25000 0.009197
26000 0.010944
27000 0.011339
28000 0.011796
29000 0.009852
30000 0.010129
31000 0.01042
32000 0.010668
33000 0.011152
34000 0.011514
35000 0.011781
36000 0.012263
37000 0.01248
38000 0.013037
39000 0.013337
40000 0.013671
41000 0.013978
42000 0.014463
43000 0.014913
44000 0.014999
45000 0.015577
46000 0.016022
47000 0.018232
48000 0.018352
49000 0.021523
