0 2e-06
1 1e-06
2 2e-06
3 1e-06
4 2e-06
5 1e-06
6 2e-06
7 2e-06
8 3e-06
9 3e-06
10 4e-06
11 6e-06
12 8e-06
13 1.3e-05
14 2e-05
15 3.1e-05
16 5e-05
17 7.9e-05
18 0.000127
19 0.000205
20 0.000331
21 0.000535
22 0.000865
23 0.001453
24 0.002344
25 0.003692
26 0.006076
27 0.00953
28 0.007073
29 0.010144
30 0.016375
31 0.02636
32 0.042655
33 0.065679
34 0.106312
35 0.171989
36 0.27831
37 0.451237
38 0.728832
39 1.18193
40 1.90844
41 3.08736
42 4.99555
43 8.09938
44 13.1313
45 21.1833
46 34.3927
47 55.6913
48 89.9113
