1000 9e-06
5000 8e-06
10000 1e-05
15000 1.3e-05
20000 1.4e-05
25000 1.4e-05
30000 1.7e-05
35000 1.8e-05
40000 2e-05
45000 2e-05
50000 1.9e-05
55000 2.2e-05
60000 2e-05
65000 2.1e-05
70000 2.1e-05
75000 2.8e-05
80000 2.3e-05
85000 2.4e-05
90000 2.4e-05
95000 2.8e-05
100000 2.5e-05
105000 3.5e-05
110000 2.4e-05
115000 4.4e-05
120000 2.8e-05
125000 4.3e-05
130000 4.1e-05
135000 4.4e-05
140000 4e-05
145000 4.1e-05
150000 3.9e-05
155000 4.3e-05
160000 4.1e-05
165000 4.8e-05
170000 9.7e-05
175000 5.4e-05
180000 5.2e-05
185000 0.000117
190000 5.1e-05
195000 5.5e-05
200000 5.3e-05
205000 6e-05
210000 5.9e-05
215000 6e-05
220000 6.9e-05
225000 5.6e-05
230000 6.2e-05
235000 5.9e-05
240000 6.3e-05
245000 6.1e-05
250000 4.7e-05
255000 5.9e-05
260000 6.2e-05
265000 7e-05
270000 7.1e-05
275000 6e-05
280000 6.4e-05
285000 6.7e-05
290000 6.4e-05
295000 7.2e-05
300000 6.5e-05
305000 6.7e-05
310000 7.6e-05
315000 6.9e-05
320000 7.2e-05
325000 0.000119
330000 8.1e-05
335000 7.1e-05
340000 7.2e-05
345000 7.5e-05
350000 9e-05
355000 6.9e-05
360000 7.7e-05
365000 7.4e-05
370000 8.2e-05
375000 7.6e-05
380000 8.1e-05
385000 7.5e-05
390000 7.8e-05
395000 9.5e-05
400000 7.5e-05
405000 8.1e-05
410000 7.8e-05
415000 8.3e-05
420000 8.6e-05
425000 9.5e-05
430000 9.2e-05
435000 8.3e-05
440000 8.2e-05
445000 8.3e-05
450000 8.9e-05
455000 0.000135
460000 8.4e-05
465000 8.7e-05
470000 8.7e-05
475000 9.1e-05
480000 9.6e-05
485000 9.1e-05
490000 9.9e-05
495000 9.6e-05
500000 9.4e-05
505000 8.9e-05
510000 9.5e-05
515000 8.7e-05
520000 9e-05
525000 9.5e-05
530000 8.6e-05
535000 8.8e-05
540000 9.6e-05
545000 0.000107
550000 8.9e-05
555000 0.000104
560000 9.8e-05
565000 8.6e-05
570000 9.4e-05
575000 9.1e-05
580000 0.000113
585000 0.000102
590000 9.6e-05
595000 9.4e-05
600000 0.000104
605000 0.000112
610000 9.1e-05
615000 0.000164
620000 0.000109
625000 9.8e-05
630000 0.000109
635000 0.000103
640000 0.000107
645000 0.000105
650000 0.000116
655000 0.000108
660000 0.000107
665000 0.000113
670000 0.000106
675000 0.000106
680000 0.00011
685000 0.0001
690000 0.000116
695000 0.000116
700000 0.000116
705000 0.000114
710000 0.000109
715000 0.000117
720000 0.000119
725000 0.000126
730000 9.8e-05
735000 0.000111
740000 0.000109
745000 0.000103
750000 0.000106
755000 0.000101
760000 0.000109
765000 0.000105
770000 0.00011
775000 0.000102
780000 0.000139
785000 0.000103
790000 0.000102
795000 0.000103
800000 0.000163
805000 0.000112
810000 0.000118
815000 0.000103
820000 0.000107
825000 0.000195
830000 0.000102
835000 0.000114
840000 0.000116
845000 0.000113
850000 0.000124
855000 0.000109
860000 0.00013
865000 0.000114
870000 0.000113
875000 0.000108
880000 0.000119
885000 0.000111
890000 0.000123
895000 0.000117
900000 0.000119
905000 0.000107
910000 0.00012
915000 0.00012
920000 0.000112
925000 0.000104
930000 0.000154
935000 0.000116
940000 0.000117
945000 0.000123
950000 0.00013
955000 0.000111
960000 0.000121
965000 0.000117
970000 0.000128
975000 0.000122
980000 0.000135
985000 0.000111
990000 0.000122
995000 0.000105
