1000 1.1e-05
2000 1.4e-05
3000 9e-06
4000 9e-06
5000 9e-06
6000 9e-06
7000 1.1e-05
8000 1.1e-05
9000 1.3e-05
10000 1.5e-05
11000 1.5e-05
12000 1.2e-05
13000 1.5e-05
14000 1.4e-05
15000 1.3e-05
16000 1.3e-05
17000 1.3e-05
18000 1.5e-05
19000 1.4e-05
20000 1.3e-05
21000 1.3e-05
22000 1.3e-05
23000 1.4e-05
24000 1.4e-05
25000 1.5e-05
26000 1.4e-05
27000 1.4e-05
28000 1.6e-05
29000 1.5e-05
30000 1.5e-05
31000 1.5e-05
32000 1.7e-05
33000 1.8e-05
34000 1.7e-05
35000 1.7e-05
36000 2.2e-05
37000 1.9e-05
38000 2e-05
39000 2.2e-05
40000 2.1e-05
41000 2.1e-05
42000 1.9e-05
43000 2.1e-05
44000 2.1e-05
45000 2.1e-05
46000 2.1e-05
47000 2.3e-05
48000 2.2e-05
49000 2.1e-05
50000 2.1e-05
51000 2.1e-05
52000 2.2e-05
53000 2.3e-05
54000 2.3e-05
55000 2.3e-05
56000 2.2e-05
57000 2.3e-05
58000 2.3e-05
59000 2.2e-05
60000 2.5e-05
61000 2.2e-05
62000 2.3e-05
63000 2.4e-05
64000 2.2e-05
65000 2.4e-05
66000 2.3e-05
67000 2.4e-05
68000 2.9e-05
69000 2.4e-05
70000 2.4e-05
71000 2.3e-05
72000 2.5e-05
73000 2.1e-05
74000 2.2e-05
75000 2.1e-05
76000 2.2e-05
77000 2.3e-05
78000 2.1e-05
79000 3.7e-05
80000 2.3e-05
81000 2.2e-05
82000 2.2e-05
83000 2.3e-05
84000 2.9e-05
85000 2.4e-05
86000 2.2e-05
87000 2.3e-05
88000 2.2e-05
89000 2.3e-05
90000 2.4e-05
91000 3.1e-05
92000 2.3e-05
93000 2.2e-05
94000 2.3e-05
95000 2.3e-05
96000 2.4e-05
97000 2.2e-05
98000 2.4e-05
99000 2.3e-05
100000 2.4e-05
101000 2.3e-05
102000 2.4e-05
103000 2.4e-05
104000 2.5e-05
105000 2.3e-05
106000 2.3e-05
107000 4.5e-05
108000 2.3e-05
109000 2.4e-05
110000 2.5e-05
111000 2.6e-05
112000 2.6e-05
113000 8.3e-05
114000 2.5e-05
115000 2.6e-05
116000 2.5e-05
117000 2.5e-05
118000 5.1e-05
119000 2.6e-05
120000 2.8e-05
121000 2.8e-05
122000 2.6e-05
123000 2.7e-05
124000 4.6e-05
125000 2.7e-05
126000 2.7e-05
127000 2.7e-05
128000 2.8e-05
129000 2.7e-05
130000 2.7e-05
131000 5e-05
132000 2.9e-05
133000 4.6e-05
134000 4.9e-05
135000 5.3e-05
136000 3.9e-05
137000 3.2e-05
138000 4.8e-05
139000 3.4e-05
140000 4.1e-05
141000 3.2e-05
142000 4.4e-05
143000 4.2e-05
144000 3.8e-05
145000 4e-05
146000 4.9e-05
147000 4.5e-05
148000 4.8e-05
149000 5.3e-05
150000 6.3e-05
151000 4.1e-05
152000 4.8e-05
153000 4.2e-05
154000 5e-05
155000 5.2e-05
156000 4e-05
157000 4.8e-05
158000 4.3e-05
159000 4.4e-05
160000 4.5e-05
161000 4.1e-05
162000 4e-05
163000 5.5e-05
164000 4.1e-05
165000 5e-05
166000 4e-05
167000 4.5e-05
168000 5.4e-05
169000 5.5e-05
170000 5.3e-05
171000 5.8e-05
172000 7.3e-05
173000 5.1e-05
174000 5.5e-05
175000 4.8e-05
176000 5.7e-05
177000 5.3e-05
178000 5.6e-05
179000 0.000115
180000 5.8e-05
181000 5.4e-05
182000 5.3e-05
183000 5.8e-05
184000 4.7e-05
185000 5.4e-05
186000 5.5e-05
187000 5.3e-05
188000 5e-05
189000 5.4e-05
190000 4.7e-05
191000 5.2e-05
192000 5.5e-05
193000 6.1e-05
194000 5.3e-05
195000 4.8e-05
196000 5.8e-05
197000 6e-05
198000 5.1e-05
199000 4.6e-05
200000 5.6e-05
