100 1e-06
10000100 3e-06
20000100 2e-06
30000100 2e-06
40000100 2e-06
50000100 2e-06
60000100 3e-06
70000100 3e-06
80000100 3e-06
90000100 3e-06
100000100 3e-06
110000100 2e-06
120000100 2e-06
130000100 2e-06
140000100 3e-06
150000100 2e-06
160000100 3e-06
170000100 3e-06
180000100 3e-06
190000100 3e-06
200000100 3e-06
210000100 2e-06
220000100 3e-06
230000100 3e-06
240000100 1.1e-05
250000100 3e-06
260000100 3e-06
270000100 3e-06
280000100 3e-06
290000100 3e-06
300000100 3e-06
310000100 3e-06
320000100 3e-06
330000100 4e-06
340000100 2e-06
350000100 3e-06
360000100 3e-06
370000100 2e-06
380000100 3e-06
390000100 3e-06
400000100 3e-06
